"","Text","Data","screenName","retweetCount"
"435","@DavidPapp: The Oscars almost never nominate horror flicks. Here's why they should. - CNET https://t.co/EfelSjxJw","2017-01-27 13:47:58","MIKAE43",16
"436","@t_alidoosti I read that you are not attending the Oscars bec of Trump. I ask you to come anyway. Defy Trump! Drives him crazy! #Oscars","2017-01-27 13:47:56","VictoriaWank",0
"437","@MUGGER: The Oscars continue march towards irrelevance, says @handsome_bookor. @RottenTomatoes, @MUGGER. https://t.co/KOJlbrTD","2017-01-27 13:47:54","StefanLucianGhe",6
"438","@SteveMartinToGo Astronaut Susan Helms has Oscar banner of you she flew when she opened theOscars from space. Needs to get to you. DM","2017-01-27 13:47:51","daynasteele",0
"439","Are superheroes and sequels corrupting Pixar's soul? https://t.co/OxaSxeAeA https://t.co/bwVgwMRyCO","2017-01-27 13:47:47","sachiketi",0
"440","@ConciseNewsroom: ‘La La Land’ Director Stunned As Oscars Lands MovieNomination https://t.co/hKXUzfjIp https://t.co/nDJtIeUEO","2017-01-27 13:47:39","ochuwasmiles",1
"441","Golden Globes &gt; Oscars","2017-01-27 13:47:38","needsmichael",0
"442","@MyTrendyPhoneNO: Are superheroes and sequels corrupting Pixar's soul? https://t.co/XnQwEPN via @Verge","2017-01-27 13:47:27","MyTrendyPhoneUK",2
"443","@MyTrendyPhoneNO: Are superheroes and sequels corrupting Pixar's soul? https://t.co/XnQwEPN via @Verge","2017-01-27 13:47:27","MyTrendyPhoneDK",2
"444","@TheEllenShow: If only Bradley's arm was longer. Best photo ever. #oscars http://t.co/CUNOtGap","2017-01-27 13:47:27","tabia_e",3290507
"445","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-27 13:47:26","mohdMuzaffar15",3835
"446","Are superheroes and sequels corrupting Pixar's soul? https://t.co/hRjkKPedC via @Verge","2017-01-27 13:47:20","andyz",0
"447","@stephanecel: Oscars: Viggo Mortensen nommé Meilleur Acteur pour CAPTAIN FANTASTIC https://t.co/LOagvsMdEw","2017-01-27 13:47:19","heyachelery",2
"448","Are superheroes and sequels corrupting Pixar's soul? https://t.co/AVzBNernOb https://t.co/RarNPfAtBg","2017-01-27 13:47:18","superfabis",0
"449","@verge: Are superheroes and sequels corrupting Pixar's soul? https://t.co/YUtDJSnWYP https://t.co/IGimhNpW","2017-01-27 13:47:12","kirti_shady",16
"450","@DavidPapp: The Oscars almost never nominate horror flicks. Here's why they should. - CNET https://t.co/EfelSjxJw","2017-01-27 13:47:08","KevinBennett95",16
"451","[CNET] The Oscars almost never nominate horror flicks. Here's why they should. - CNET https://t.co/euMBWaWxMn","2017-01-27 13:47:08","DavidPapp",1
"452","‘La La Land’ Director Stunned As Oscars Lands MovieNomination https://t.co/hKXUzfjIp https://t.co/nDJtIeUEO","2017-01-27 13:47:06","ConciseNewsroom",1
"453","Are superheroes and sequels corrupting Pixar's soul? https://t.co/XWkDRb https://t.co/txIZRBlg","2017-01-27 13:47:06","MSDTechNews",0
"454","@The_Nation: Another Pakistani woman makes it to Oscars https://t.co/DrlvSjnLj @oscar #Oscars https://t.co/YkZvJ","2017-01-27 13:47:01","Engrirfanmir",8
"455","@le_Parisien: En colère contre Trump, l'actrice iranienne Taraneh Alidousti boycotte les Oscars https://t.co/VxMKEiCp","2017-01-27 13:46:56","mickaelariel",23
"456","@verge: Are superheroes and sequels corrupting Pixar's soul? https://t.co/YUtDJSnWYP https://t.co/IGimhNpW","2017-01-27 13:46:55","luizgilsonjr",16
"457","Are superheroes and sequels corrupting Pixar's soul? https://t.co/nxUxkYjqir #Digital #Tech https://t.co/RAokXHkxF","2017-01-27 13:46:54","alesew23",0
"458","Are superheroes and sequels corrupting Pixar's soul? https://t.co/BsOZGIqQ #TechNews https://t.co/qUCgoBLsYg","2017-01-27 13:46:53","sjfeles",0
"459","Are superheroes and sequels corrupting Pixar's soul? https://t.co/heTpqHBZ https://t.co/WPvsDDeGd","2017-01-27 13:46:53","alenoir",0
"460","Are superheroes and sequels corrupting Pixar's soul? https://t.co/eKpZmPX https://t.co/xwDiweyFzF","2017-01-27 13:46:53","nikhilhmakwana",0
"461","Are superheroes and sequels corrupting Pixar's soul? https://t.co/KGEEdcxM https://t.co/cXSJqrwIQD","2017-01-27 13:46:53","jealvarez",0
"462","Are superheroes and sequels corrupting Pixar's soul? https://t.co/zUtSl https://t.co/twtOolbtW","2017-01-27 13:46:53","sonuise",0
"463","Are superheroes and sequels corrupting Pixar's soul? https://t.co/qJgusG https://t.co/kQNsKFYE","2017-01-27 13:46:53","vinX89",0
"464","Are superheroes and sequels corrupting Pixar's soul? https://t.co/ntnZiBl https://t.co/hXZAAlmPN","2017-01-27 13:46:53","DonMalloy",0
"465","Are superheroes and sequels corrupting Pixar's soul? https://t.co/sYjMQgPdu https://t.co/rTaGuvzo","2017-01-27 13:46:53","RaidGadgets",0
"466","Are superheroes and sequels corrupting Pixar's soul? https://t.co/kLnkIeQpjb https://t.co/nWvXwQVq","2017-01-27 13:46:53","de_kabir",0
"467","Are superheroes and sequels corrupting Pixar's soul? https://t.co/oKOxjwCDuN https://t.co/anewkkFx","2017-01-27 13:46:51","Frednewsfeed",0
"468","@MatthewSardo: #Podcast Time! Episode : Obnoxious Oscars Debate https://t.co/YWlSKE #BTRPrime #PodernFamily","2017-01-27 13:46:50","krisroley",1
"469","@tolkienianjedi: goodnight i hope harrison ford sings during carrie fisher's oscars tribute https://t.co/jxwAXzg","2017-01-27 13:46:50","patgreenark",140
"470","Are superheroes and sequels corrupting Pixar's soul? https://t.co/UchOKPife https://t.co/InEprZWTt","2017-01-27 13:46:49","freak_ios",0
"471","Are superheroes and sequels corrupting Pixar's soul? https://t.co/TjJVYGsc https://t.co/XmfHwQBVwM","2017-01-27 13:46:46","ClimbersIce",0
"472","Are superheroes and sequels corrupting Pixar's soul? https://t.co/lPBCzeGNo","2017-01-27 13:46:45","TheApple_FanBoy",0
"473","Are superheroes and sequels corrupting Pixar's soul? https://t.co/USmWfyzcV https://t.co/FtBaRSeoVo","2017-01-27 13:46:45","Touch4Healing",0
"474","@NYDailyNews: .@ShaunKing: Why it matters thatis a record year for black Oscar nominees https://t.co/KzMxuimMA https://t.co/HJx…","2017-01-27 13:46:45","Zndayaa",635
"475","Are superheroes and sequels corrupting Pixar's soul? https://t.co/sQAQgTKwFJ https://t.co/JcJaJFOfls","2017-01-27 13:46:45","ThisIsAsh_com",0
"476","@voguemagazine: Everything you need to know about the #Oscars nominations. https://t.co/fwXjCLAgFd","2017-01-27 13:46:45","Sinistral25",24
"477","@voguemagazine: Everything you need to know about the #Oscars nominations. https://t.co/fwXjCLAgFd","2017-01-27 13:46:44","Entremaos26",24
"478","Are superheroes and sequels corrupting Pixar's soul? https://t.co/XnQwEPN via @Verge","2017-01-27 13:46:42","MyTrendyPhoneNO",2
"479","The Oscars almost never nominate horror flicks. Here's why they should. - CNET https://t.co/pGpWzJpV","2017-01-27 13:46:41","JeffinhoPalozo",0
"480","@verge: Are superheroes and sequels corrupting Pixar's soul? https://t.co/YUtDJSnWYP https://t.co/IGimhNpW","2017-01-27 13:46:41","cemthecloud",16
"481","Are superheroes and sequels corrupting Pixar's soul? https://t.co/JScQlgXB https://t.co/HhDYZlhA","2017-01-27 13:46:41","NowFMIowa",0
"482","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-27 13:46:40","trigon_film",3835
"483","@cityshopgirl: Oscars cover @vanityfair is out.Beautiful ladies <ed><U+A><U+BD><ed><U+B><U+><ed><U+A><U+BC><ed><U+BF><U+BB>https://t.co/mlwuQhX","2017-01-27 13:46:38","heyyMuurnah",1
"484","@kubothemovie: How does a handmade hero become the most heartfelt motion picture of the year? #KuboMovie is now nominated for two #Acade…","2017-01-27 13:46:32","KilljoyCole",537
"485","Are superheroes and sequels corrupting Pixar's soul? https://t.co/mMmfGUFd #technology","2017-01-27 13:46:31","TechNewsRT",0
"486","Are superheroes and sequels corrupting Pixar's soul? https://t.co/rrEKwgG via @verge #tech #discovery https://t.co/soUArGuO","2017-01-27 13:46:30","DiscoveryHour",0
"487","The Oscars almost never nominate horror flicks. Here's why they should. - CNET https://t.co/ZYLvRPv https://t.co/qwUksWZs","2017-01-27 13:46:25","ayman_hajjar",0
"488","@BreitbartNews: that
will
show
him https://t.co/aDlJFFNUc","2017-01-27 13:46:21","TroyCFour",102
"489","The Oscars almost never nominate horror flicks. Here's why they should. - CNET: When you look closely at the…… https://t.co/PRbupkCiG","2017-01-27 13:46:18","ossylishuz",0
"490","The Oscars almost never nominate horror flicks. Here's why they should. - CNET https://t.co/ralBcPmZ via… https://t.co/hOksXkIylp","2017-01-27 13:46:18","RareDivergent",0
"491","Are superheroes and sequels corrupting Pixar's soul? https://t.co/YUtDJSnWYP https://t.co/IGimhNpW","2017-01-27 13:46:17","verge",16
"492","The Oscars almost never nominate horror flicks. Here's why they should. - CNET: When you look closely at the…… https://t.co/fjwNBirZ","2017-01-27 13:46:16","test_the_tech",0
"493","The Oscars almost never nominate horror flicks. Here's why they should. - CNET https://t.co/EvvulgZz https://t.co/qvFBXbuyZ","2017-01-27 13:46:16","HorMarian",0
"494","@stonenobrian: THE OSCARS TRAILER JUST SAVED MY LIFEhttps://t.co/kymCHsZr","2017-01-27 13:46:15","nutelleto",92
"495","The Oscars almost never nominate horror flicks. Here's why they should. - CNET https://t.co/EfXlwEFibI","2017-01-27 13:46:14","Jasonwilliams0",0
"496","Are superheroes and sequels corrupting Pixar's soul? https://t.co/eeiivuUwl https://t.co/nCYCFSqNb","2017-01-27 13:46:14","gtctechsupport",0
"497","Are superheroes and sequels corrupting Pixar's soul? https://t.co/VcYSZFoYMj https://t.co/BdfAeXkH","2017-01-27 13:46:13","jamespeters168",0
"498","@The_Nation: Another Pakistani woman makes it to Oscars https://t.co/DrlvSjnLj @oscar #Oscars https://t.co/YkZvJ","2017-01-27 13:46:11","ParbatAkram",8
"499","Are superheroes and sequels corrupting Pixar's soul? https://t.co/SnlDyBki","2017-01-27 13:46:09","2alphabet",0
"500","Are superheroes and sequels corrupting Pixar's soul? https://t.co/yOgiFyuNfr","2017-01-27 13:46:08","smju2",0
"501","@billboard: Here are allHotNo.hits nominated for best original song at the #Oscars https://t.co/dhNRsLj https://t.co/Nndy…","2017-01-27 13:46:08","OrellanSofia",52
"502","Are superheroes and sequels corrupting Pixar's soul? https://t.co/wrUTbbr","2017-01-27 13:46:03","rafoleiro",0
"503","Our annual Oscars award ceremony . #celebratingsuccess #confidentindividuals https://t.co/ZJcoSfFb","2017-01-27 13:46:02","Newhills2016",0
"504","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-27 13:46:00","beppimentel",3835
"505","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 13:46:00","Alex_GUAX",1962
"506","@htshowbiz: Iranian star of #Oscar nominated film shuns #AcademyAwards in protest of #DonaldTrump
https://t.co/fiPqIPKp https://t.co/A…","2017-01-27 13:45:57","irfaan_5",6
"507","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 13:45:55","xelarien",1962
"508","@zeeejayee @mateoguidicelli thank u. Yes napanood ko na / films na nominated sa Oscars. Lolz!!! <ed><U+A><U+BD><ed><U+B><U+><ed><U+A><U+BD><ed><U+B><U+><ed><U+A><U+BD><ed><U+B><U+>","2017-01-27 13:45:52","PELIKULista",0
"509","Iraanse actrice boycot Oscars tegen Trump https://t.co/eKBNhXPNex","2017-01-27 13:45:52","dsobuitenland",0
"510","@DavidPapp: The Oscars almost never nominate horror flicks. Here's why they should. - CNET https://t.co/EfelSjxJw","2017-01-27 13:45:48","Adriana947USA",16
"511","Parce qu'avoir un truc entre les jambes vous donne l'impression de pouvoir tout faire ? #colere https://t.co/NIqPpKtvt","2017-01-27 13:45:47","MaePerchee",1
"512","#Role: Katharine Hepburn
#Movie: The Aviator ()
#Actress: Cate Blanchett 
#TheAviator #CateBlanchett #Oscars","2017-01-27 13:45:43","hlhnwhel3xcohjc",0
"513","faut que je regarde le maximum de film qui sont nommée auxoscars","2017-01-27 13:45:27","dobrevxfgomez",0
"514","@Newsweek: Why La La Land is the movie the Trump era deserves https://t.co/DzVmJenEw https://t.co/vOOwxVJjX","2017-01-27 13:45:27","__C_A_R_T_E_R__",21
"515","Are superheroes and sequels corrupting Pixar's soul? https://t.co/vHUSWCXzl #Tech #News","2017-01-27 13:45:25","OrganicHTM",0
"516","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 13:45:21","AdaKy",1962
"517","Are superheroes and sequels corrupting Pixar's soul? https://t.co/xyPeqwIQi https://t.co/LfLoxeStuU","2017-01-27 13:45:20","_triwibowo_",0
"518","@le_Parisien: En colère contre Trump, l'actrice iranienne Taraneh Alidousti boycotte les Oscars https://t.co/VxMKEiCp","2017-01-27 13:45:20","Martov",23
"519","Are superheroes and sequels corrupting Pixar's soul? https://t.co/QldeclQrD https://t.co/dLGXFXgId","2017-01-27 13:45:16","J_Landfried",0
"520","January ,at :AM For #Oscars news its https://t.co/ZnkmoBLMR and https://t.co/brzyreYY","2017-01-27 13:45:15","CelebBlogNews1",0
"521","@The_Nation: Another Pakistani woman makes it to Oscars https://t.co/DrlvSjnLj @oscar #Oscars https://t.co/YkZvJ","2017-01-27 13:45:12","Jan_Achakzai",8
"522","TheVerge: Are superheroes and sequels corrupting Pixar's soul? https://t.co/zjUmRapsZ","2017-01-27 13:45:09","boreronews",0
"523","Une actrice iranienne boycotte les Oscars pour protester contre l’interdiction « raciste » de Trump… https://t.co/WYJrfpntK","2017-01-27 13:45:08","MiddleEastEyeFr",0
"524","@DemzWorldWide: Imagine havingOscars nominations with a song afteryrs.Your fav will never #Lovatics #BestFanArmy #iHeartAwards
htt…","2017-01-27 13:45:08","annedangerous",196
"525","@priyagupta: Which Film will win the #Oscars in ?","2017-01-27 13:45:06","somvashishtha",3
"526","One of the stars in a film up for the foreign-language Academy Award will protest the #Oscars over Trump's visa ban: https://t.co/daExCUcSe","2017-01-27 13:45:01","womensmediacntr",5
"527","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 13:45:01","jaqsass",1962
"528","@blackvoices: This black woman produced a film that is nominated for six Oscars https://t.co/cxOgAOS https://t.co/PumaaN","2017-01-27 13:44:59","BodeOT",534
"529","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 13:44:56","StefanM94",1962
"530","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 13:44:50","marcosdefrutos",1962
"531","@ElliAvram: Oh Al<ed><U+A><U+BD><ed><U+B><U+><ed><U+A><U+BD><ed><U+B><U+><ed><U+A><U+BD><ed><U+B><U+><ed><U+A><U+BD><ed><U+B><U+> #Oscars #AlPacino https://t.co/ETtcQMqHq","2017-01-27 13:44:47","ajaykumarktank",6
"532","@IngrahamAngle: GOOD NEWS KEEPS ROLLING IN: Iranian Film Actress Will Boycott Oscars Over Trump’s Visa Banhttps://t.co/DytqLXRw","2017-01-27 13:44:45","TotallyBrash12",1389
"533","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-27 13:44:40","Eliano121212",3835
"534","@TeamWildrose: RETWEET if you're more excited for #Keystone than the #Oscars! #cdnpoli #ableg https://t.co/tnasKBkQe","2017-01-27 13:44:37","sg1greekgod",278
"535","@EW: Jeff Bridges reacts to his Oscar nomination for #HellOrHighWater: ""What a thrill"": https://t.co/NVfoXWPNq #Oscars https://t.co/sO…","2017-01-27 13:44:36","HoHWmovie",17
"536","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 13:44:26","imweirdtooo",1962
"537","@Oluwafuntoju: Kimberly Steward produced a film that is nominated for six Oscars and independently sponsored its production. That's more…","2017-01-27 13:44:25","Theaugustmodel",3
"538","So ugly daw talaga ng film ni Matteo. Dapat alisin na siya sa theater. Lolz! Sorry, napanood ko na kasi / films na nominated sa Oscars. <ed><U+A><U+BD><ed><U+B><U+>","2017-01-27 13:44:24","PELIKULista",0
"539","@tolkienianjedi: goodnight i hope harrison ford sings during carrie fisher's oscars tribute https://t.co/jxwAXzg","2017-01-27 13:44:22","EatonTobias41",140
"540","Everything you need to know about the #Oscars nominations. https://t.co/vaRRhsWq","2017-01-27 13:44:20","voluptuous",0
"541","Everything you need to know about the #Oscars nominations. https://t.co/zHCescWvhr","2017-01-27 13:44:19","Mahjabeenfitnes",0
"542","@MiddleEastMnt: Iranian actress to shun #Oscars in protest of #Trump immigrant ban https://t.co/MoBzyueX#Iran https://t.co/oWBqX…","2017-01-27 13:44:16","Yahya_Younus",7
"543","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-27 13:44:12","hassanshahidac2",3835
"544","@Hobby_Consolas: Crítica de #Lion, la película nominada aOscars basada en hechos reales con Dev Patel y Nicole Kidman https://t.co/fX…","2017-01-27 13:44:08","zafiropure5",1
"545","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-27 13:44:07","farhaddehghan1",3835
"546","Estrenos de cinede eneroShyamalan, Lee, Affleck, Penn y una favorita de los Oscars https://t.co/YpOSVN https://t.co/YHJWLUeBm","2017-01-27 13:44:05","LopetzzOmar",0
"547","@tolkienianjedi: goodnight i hope harrison ford sings during carrie fisher's oscars tribute https://t.co/jxwAXzg","2017-01-27 13:44:05","ValzBrownie",140
"548","@MrFilmkritik: The Honest Movie Posters for theOscars are hilarious. My favorite title: ""White Men Can't Launch"". https://t.co/dhY…","2017-01-27 13:44:02","FluffyFaucheuse",88
"549","Iranian actress to boycott Oscars over Trump's visa ban... https://t.co/FTvMIQXuV","2017-01-27 13:44:00","naveenkumar0650",0
"550","salute you #SanjayGupta ...The movie really deserve #OscarAwards
#AstoundingActingHrithikRoshan ........ https://t.co/lrvwzBdjVV","2017-01-27 13:43:59","ZjZain",0
"551","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 13:43:51","DoradoDC",1962
"552","@stonenobrian: THE OSCARS TRAILER JUST SAVED MY LIFEhttps://t.co/kymCHsZr","2017-01-27 13:43:51","disenchantaed",92
"553","@svaradarajan: Iranian actress Taraneh Alidoosti is boycotting the Oscars over Trump 'racist' visa ban https://t.co/zFHalPoDQ","2017-01-27 13:43:49","prabhsingh1",12
"554","@gonalois: . House of Mouse
- Melhor programa da Disney;
- Havia sempre algo para resolver;
- O que são os Óscars comparativamente com…","2017-01-27 13:43:47","HeyIsBurton",91
"555","Entrega de premios a los mejores vídeos de comportamientos de @Atrevia !!!Nuestros Oscars, muy divertido <ed><U+A><U+BC><ed><U+BD><U+BE><ed><U+A><U+BC><ed><U+BD><U+BE>… https://t.co/VaJwnxo","2017-01-27 13:43:43","CristianDeLion",0
"556","Are superheroes and sequels corrupting Pixar's soul? https://t.co/CJyRKMofOe","2017-01-27 13:43:40","tf_events",0
"557","@voguemagazine: Everything you need to know about the #Oscars nominations. https://t.co/fwXjCLAgFd","2017-01-27 13:43:38","BaghdadPulse",24
"558","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 13:43:37","Dina8183",1962
"559","Are superheroes and sequels corrupting Pixar's soul? https://t.co/IsMTWtpu","2017-01-27 13:43:35","iamthebe_m",0
"560","Full nominations for Oscarsth Academy Awards https://t.co/DJECTeMp","2017-01-27 13:43:34","Florentino_Schm",0
"561","#Role: Allison MacKenzie
#Movie: Peyton Place ()
#Actress: Diane Varsi
#PeytonPlace #DianeVarsi #Oscars","2017-01-27 13:43:32","hlhnwhel3xcohjc",0
"562","@realDonaldTrump I for one am right behind you Mr. President I say boycott the Oscars !!!","2017-01-27 13:43:31","JerrywithaGyum",0
"563","Are superheroes and sequels corrupting Pixar's soul? https://t.co/iCEhjwh https://t.co/VoNfnk","2017-01-27 13:43:27","lmags",0
"564","@DavidPapp: The Oscars almost never nominate horror flicks. Here's why they should. - CNET https://t.co/EfelSjxJw","2017-01-27 13:43:20","BrennanNunez42",16
"565","Are superheroes and sequels corrupting Pixar's soul? https://t.co/lxTQJfdpK","2017-01-27 13:43:12","psizan",0
"566","@BreitbartNews Anyone who boycotts the Oscars can't be all bad.","2017-01-27 13:43:11","fo77owme",0
"567","@voguemagazine: Everything you need to know about the #Oscars nominations. https://t.co/fwXjCLAgFd","2017-01-27 13:43:06","greenbergfuller",24
"568","Blockbusters that Oscar Missed via @DenofGeekUS https://t.co/WUyVwAR","2017-01-27 13:43:04","comcast66",0
"569","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 13:43:00","lisazharris",1962
"570","@pcon @KNBR you can bet on politics and the Oscars.","2017-01-27 13:42:57","gremlingolfer",0
"571","@ABCNetwork: Dreams are what movies are made of. #Oscars https://t.co/VVADihIqV","2017-01-27 13:42:50","style_artist94",14
"572","Can La La Land Pick Up AllOscars? Maybe, Maybe Not. However, My REVIEW Is Here https://t.co/kazJgFB","2017-01-27 13:42:47","2eyes1screen",0
"573","@lovejaelle: There you go :) !@blackvoices : Kimberly Steward produced a film that is nominated for six Oscars https://t.co/zDYBgoB…","2017-01-27 13:42:43","Shaye_AkaSheila",14
"574","@stonenobrian: THE OSCARS TRAILER JUST SAVED MY LIFEhttps://t.co/kymCHsZr","2017-01-27 13:42:42","mybakerstboyz",92
"575","@le_Parisien: En colère contre Trump, l'actrice iranienne Taraneh Alidousti boycotte les Oscars https://t.co/VxMKEiCp","2017-01-27 13:42:42","METINUmit1",23
"576","Are superheroes and sequels corrupting Pixar's soul? https://t.co/wVYypmx #Tech https://t.co/wadeVeNh","2017-01-27 13:42:39","FrostbiteWorld",0
"577","@svaradarajan: Iranian actress Taraneh Alidoosti is boycotting the Oscars over Trump 'racist' visa ban https://t.co/zFHalPoDQ","2017-01-27 13:42:39","Vsrikanth85",12
"578","@ElliAvram: Oh Al<ed><U+A><U+BD><ed><U+B><U+><ed><U+A><U+BD><ed><U+B><U+><ed><U+A><U+BD><ed><U+B><U+><ed><U+A><U+BD><ed><U+B><U+> #Oscars #AlPacino https://t.co/ETtcQMqHq","2017-01-27 13:42:38","nikhilmandy",6
"579","@xBURRITOxx @_shelaysdxwn si es por la noche yes porque estaré todo el día en la biblio podemos ver alguna peli de los Óscars que esté en hd","2017-01-27 13:42:32","jdtth",0
"580","@BreitbartNews: that
will
show
him https://t.co/aDlJFFNUc","2017-01-27 13:42:30","qubrat1s",102
"581","@ABC: Iranian star of best foreign language film nominee to boycott Oscars over Pres. Trump's immigration stance. https://t.co/zpnzhKqi…","2017-01-27 13:42:30","2012Syla",169
"582","Are superheroes and sequels corrupting Pixar's soul? https://t.co/QhxVBZxz https://t.co/vlDyifCqK","2017-01-27 13:42:27","vergepop",0
"583","The Oscars almost never nominate horror flicks. Here's why they should. - CNET https://t.co/jOppqLwyS","2017-01-27 13:42:23","Khaztech",0
"584","#Podcast Time! Episode : Obnoxious Oscars Debate https://t.co/YWlSKE #BTRPrime #PodernFamily","2017-01-27 13:42:22","MatthewSardo",1
"585","@tolkienianjedi: goodnight i hope harrison ford sings during carrie fisher's oscars tribute https://t.co/jxwAXzg","2017-01-27 13:42:20","ohshititspoppy",140
"586","Me ha gustado un vídeo de @YouTube de @stidvanhess (https://t.co/bFwofffDu - LOS OSCARS Y ADEMAS EL BRAZO RARO DEL CUSTODIO DE","2017-01-27 13:42:20","StidVanhess",0
"587","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-27 13:42:15","NiaziMussadiq",3835
"588","The Oscars almost never nominate horror flicks. Here's why they should. - CNET https://t.co/wJpnHsV","2017-01-27 13:42:12","aasisvinayak",0
"589","@le_Parisien: En colère contre Trump, l'actrice iranienne Taraneh Alidousti boycotte les Oscars https://t.co/VxMKEiCp","2017-01-27 13:42:07","M2bliquis",23
"590","@Oscars_Live @WestwoodVillage 
https://t.co/qMzYpAb
GET READY OSCARS: MAD SCOT IN A KILT
Written @ UCLA,… https://t.co/WhoxzcvC","2017-01-27 13:42:05","whwriter",0
"591","@Oscars_Live any political crap shown or expressed we leave! I say boycott the oscars! Hmmmmm!","2017-01-27 13:42:04","MKBenies",0
"592","@MCrizvi: WATCH: More films rely on CGI than ever, but artists who work on them are often mistreated #hollywoodtrick #Oscars

https://t.…","2017-01-27 13:42:00","martaescotet",3
"593","@stonenobrian: THE OSCARS TRAILER JUST SAVED MY LIFEhttps://t.co/kymCHsZr","2017-01-27 13:41:59","paaulaa1910",92
"594","@DavidPapp: The Oscars almost never nominate horror flicks. Here's why they should. - CNET https://t.co/EfelSjxJw","2017-01-27 13:41:52","DDercli",16
"595","@The_Nation: Another Pakistani woman makes it to Oscars https://t.co/DrlvSjnLj @oscar #Oscars https://t.co/YkZvJ","2017-01-27 13:41:51","BhutooAm",8
"596","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 13:41:48","sarahbawii",1962
"597","@TheAcademy: The #Oscars trailer is here! https://t.co/dOOzSFtfZc","2017-01-27 13:41:47","AndresEPena",1962
"598","@DavidPapp: The Oscars almost never nominate horror flicks. Here's why they should. - CNET https://t.co/EfelSjxJw","2017-01-27 13:41:47","Openmind451",16
"599","Are superheroes and sequels corrupting Pixar's soul? https://t.co/zNLTEbLSaV #Tech https://t.co/gTIJiThf","2017-01-27 13:41:46","fasttechy",0
"600","@ThePatriot: This is what the #WomensMarch leader and Sharia Law pusher Linda Sarsour wants for all women in America #OscarNoms #Osca…","2017-01-27 13:41:45","DdDonna1982",457
"601","@fxp The Oscars are like ""office politics"". Always have been. Sometimes talent is recognized. Sometimes not.","2017-01-27 13:41:36","rtbeliever",0
"602","@ABC: In recently unearthedinterview, Carrie Fisher says she wanted Harrison Ford to sing during her Oscars tribute. https://t.co/…","2017-01-27 13:41:32","padmesam1dala",189
"603","Are superheroes and sequels corrupting Pixar's soul? https://t.co/BdUmIKAycA","2017-01-27 13:41:30","DirkStrauss",0
"604","@cartoonbrew: For a French perspective on the Cesar animation nominations, here's an excellent analysis by @stephanedreyfus: https://t.c…","2017-01-27 13:41:30","cloneweb",1
"605","@t_alidoosti: Trump's visa ban for Iranians is racist. Whether this will include a cultural event or not,I won't attend the #AcademyAwar…","2017-01-27 13:41:28","bozdarbabar",3835
"606","Nomination polémique de Casey Affleck aux Oscarshttps://t.co/LmhqsWA via @libe","2017-01-27 13:41:23","ClementineNYC",0
"607","@blackvoices: This black woman produced a film that is nominated for six Oscars https://t.co/cxOgAOS https://t.co/PumaaN","2017-01-27 13:41:20","VintageBottom",534
"608","Four of the past eight Best Picture winners at the Oscars and nine of the pastwinners for Best Screenplay or... https://t.co/zBIyIDsiI","2017-01-27 13:41:20","JammieMedia",0
"609","Are superheroes and sequels corrupting Pixar's soul? https://t.co/LEwRZxZAQG","2017-01-27 13:41:18","elsupercom",0
"610","Are superheroes and sequels corrupting Pixar's soul? https://t.co/TvjAbhkgl #Tech https://t.co/qCjGwInI","2017-01-27 13:41:15","KaarloHietamaki",0
"611","Could Moonlight be this years Spotlight? Sure. Remove ""Sp"" and ""t"", insert ""Mo"" and ""n"". And there you are! #Moonlight #Oscars","2017-01-27 13:41:15","ernudd",0
"612","@The_Nation: Another Pakistani woman makes it to Oscars https://t.co/DrlvSjnLj @oscar #Oscars https://t.co/YkZvJ","2017-01-27 13:41:13","Sitara_MS",8
